Application,"Paano mag-solve ng range update?","Gamitin ang difference array technique.","diff[left] += val; diff[right+1] -= val"
Application,"Paano mag-traverse ng matrix?","Gamitin ang nested loops: rows then columns.","for i in 0..rows { for j in 0..cols { process(matrix[i][j]) } }"
Application,"Paano mag-transpose ng matrix?","I-swap ang matrix[i][j] sa matrix[j][i].","for i in 0..n { for j in i+1..n: swap(matrix[i][j], matrix[j][i]) }"
Application,"Paano mag-rotate ng 90 degrees?","I-transpose tapos i-reverse ang bawat row.","transpose(matrix); for row in matrix: row.reverse()"
Application,"Paano mag-traverse ng spiral?","Gamitin ang boundaries: top, bottom, left, right.","while(top <= bottom && left <= right) { traverse edges; update boundaries }"
Application,"Paano mag-solve ng flood fill?","Gamitin ang BFS o DFS mula sa starting point.","bfs(matrix, startRow, startCol, newColor)"
Application,"Paano mag-traverse ng linked list?","Gamitin ang current pointer na nag-m-move sa next.","var current = head; while (current != null) { process(current); current = current.next }"
Application,"Paano mag-insert sa unang position?","I-set ang bagong node na next sa current head.","newNode.next = head; head = newNode"
Application,"Paano mag-delete ng node?","I-skip ang node gamit ang previous.next = current.next.","prev.next = curr.next"
Application,"Paano mag-search ng value?","I-traverse habang hindi null at i-compare ang data.","while (current != null) { if (current.data == target) return current; current = current.next }"
Application,"Paano mag-reverse ng linked list?","Gamitin ang three pointers: prev, current, next.","var prev = null; var curr = head; while(curr != null) { next = curr.next; curr.next = prev; prev = curr; curr = next }"
Application,"Paano mag-insert sa tail ng doubly linked list?","I-update ang tail.next at prev pointers.","tail.next = newNode; newNode.prev = tail; tail = newNode"
Application,"Paano mag-delete ng node sa doubly linked list?","I-update ang prev.next at next.prev pointers.","node.prev.next = node.next; node.next.prev = node.prev"
Application,"Paano mag-traverse backward?","I-start sa tail at mag-move sa prev pointers.","var current = tail; while (current != null) { process(current); current = current.prev }"
Application,"Paano mag-insert after ng specific node?","I-set ang bagong node's prev at next, then i-update ang neighbors.","newNode.prev = node; newNode.next = node.next; node.next.prev = newNode; node.next = newNode"
Application,"Paano mag-check kung may tail access?","I-maintain ang tail reference habang nag-m-modify ng list.","if (list.tail != null) // may tail access"
Application,"Paano mag-detect ng cycle?","Gamitin ang Floyd's: slow at fast pointers.","slow = head; fast = head; while(fast != null && fast.next != null) { slow = slow.next; fast = fast.next.next }"
Application,"Paano mag-find ng cycle start?","Pagkatapos mag-meet, i-reset ang slow sa head at mag-move pareho ng 1 step.","slow = head; while(slow != fast) { slow = slow.next; fast = fast.next }"
Application,"Paano mag-count ng cycle length?","I-count ang steps bago mag-meet ulit ang fast at slow.","count = 0; do { fast = fast.next; count++ } while (slow != fast)"
Application,"Paano mag-detect ng cycle gamit ang HashSet?","I-store ang visited nodes sa set at i-check kung na-visit na.","visited = HashSet(); while(node != null) { if (visited.contains(node)) return true; visited.add(node) }"
Application,"Paano mag-remove ng cycle?","I-find ang cycle start at i-set ang last node's next sa null.","cycleStart.prev.next = null"
Application,"Paano mag-reverse ng linked list in-place?","Gamitin ang three pointers: prev, curr, next.","var prev = null; var curr = head; while(curr) { next=curr.next; curr.next=prev; prev=curr; curr=next }"
Application,"Paano mag-find ng kth from end?","Gamitin ang two pointers: advance ang first ng k steps.","fast = head; for i in 0..k: fast = fast.next; while(fast) { slow=slow.next; fast=fast.next }"
Application,"Paano mag-merge ng two sorted lists?","Gamitin ang dummy head at i-compare elements.","dummy = ListNode(0); tail = dummy; while(l1 && l2) { if(l1.val < l2.val) tail.next = l1 }"
Application,"Paano mag-check ng palindrome?","Gamitin ang slow/fast pointer para i-find ang mid, then i-reverse ang second half.","slow=fast=head; while(fast && fast.next) { slow=slow.next; fast=fast.next.next }"
Application,"Paano mag-remove ng nth from end?","Gamitin ang two pointers na may k gap.","fast = head; for i in 0..k: fast = fast.next; while(fast.next) { slow=slow.next; fast=fast.next }"
Application,"Paano mag-push sa stack?","Gamitin ang push method.","stack.push(element)"
Application,"Paano mag-pop mula sa stack?","Gamitin ang pop method.","val top = stack.pop()"
Application,"Paano mag-validate ng balanced parentheses?","I-push ang opening brackets, i-pop kapag closing bracket.","for char in str: if (char == '(') stack.push(char) else stack.pop()"
Application,"Paano mag-check kung empty ang stack?","Gamitin ang isEmpty method.","if (stack.isEmpty()) println(\"Empty\")"
Application,"Paano mag-peek ng top element?","Gamitin ang peek method.","val top = stack.peek()"
Application,"Paano mag-find ng next greater element?","Gamitin ang monotonic decreasing stack.","for i in 0..n: while(stack not empty && arr[stack.top] < arr[i]) result[stack.pop()] = arr[i]"
Application,"Paano mag-maintain ng decreasing stack?","I-push habang mas malaki, i-pop kapag mas maliit.","if (stack.isEmpty() || arr[stack.top] >= arr[i]) stack.push(i)"
Application,"Paano mag-solve ng daily temperatures?","Gamitin ang stack para mag-store ng indices.","for i in 0..n: while(stack not empty && temps[i] > temps[stack.top]) result[stack.pop()] = i - stack.top"
Application,"Paano mag-find ng largest rectangle?","Gamitin ang monotonic stack para mag-compute ng histogram area.","for i in 0..n: while(stack not empty && arr[i] < arr[stack.top]) height = arr[stack.pop()]"
Application,"Paano mag-solve ng stock span?","Gamitin ang stack na may consecutive days count.","for i in 0..n: while(stack not empty && prices[i] >= prices[stack.top]) span += stack.pop()"
Application,"Paano mag-enqueue sa queue?","Gamitin ang add o offer method.","queue.add(element)"
Application,"Paano mag-dequeue mula sa queue?","Gamitin ang poll method.","val first = queue.poll()"
Application,"Paano mag-solve ng sliding window max?","Gamitin ang monotonic deque na may indices.","for i in 0..n: while(deque not empty && arr[i] > arr[deque.back]) deque.removeBack()"
Application,"Paano mag-implement ng BFS?","Gamitin ang queue para sa level-order traversal.","queue.add(root); while(queue not empty) { node = queue.poll(); process(node); add children }"
Application,"Paano mag-check kung empty ang queue?","Gamitin ang isEmpty method.","if (queue.isEmpty()) println(\"Empty\")"
Application,"Paano mag-create ng min heap?","Gamitin ang PriorityQueue na may natural ordering.","val minHeap = PriorityQueue<Int>()"
Application,"Paano mag-create ng max heap?","Gamitin ang reverseOrder comparator.","val maxHeap = PriorityQueue<Int>(Comparator.reverseOrder())"
Application,"Paano mag-find ng kth largest?","Gamitin ang min heap na may size k.","val heap = PriorityQueue<Int>(); for num in arr { heap.add(num); if (heap.size > k) heap.poll() }"
Application,"Paano mag-heapify ng array?","I-build ang heap mula sa last non-leaf node.","for i in n/2-1 downTo 0: heapify(arr, n, i)"
Application,"Paano mag-sort gamit ang heap?","I-add lahat sa heap tapos i-poll isa-isa.","for num in arr: heap.add(num); while(heap.isNotEmpty()) sorted.add(heap.poll())"
Application,"Paano mag-implement ng min-stack?","Gamitin ang auxiliary stack na nag-s-stores ng min values.","if (x <= minStack.peek()) minStack.push(x)"
Application,"Paano mag-implement ng queue gamit ang two stacks?","Gamitin ang input stack at output stack.","enqueue: inputStack.push(x); dequeue: if outputStack empty transfer input to output"
Application,"Paano mag-check ng balanced parentheses?","Gamitin ang stack na may map ng bracket pairs.","for c in s: if c is opening push else if stack top matches pop"
Application,"Paano mag-design ng stack with getMin?","I-maintain ang min sa auxiliary stack sa bawat push/pop.","push: if x <= minStack.top minStack.push(x); pop: if popped == minStack.top minStack.pop()"
Application,"Paano mag-evaluate ng postfix expression?","Gamitin ang stack: push operands, pop for operators.","for token in postfix: if number push else pop two evaluate push result"
Application,"Paano mag-compute ng hash code?","Gamitin ang hashCode() method sa Kotlin.","key.hashCode() % capacity"
Application,"Paano mag-handle ng collision?","Gamitin ang chaining: linked list sa bawat bucket.","bucket[index].add(entry)"
Application,"Paano mag-resize ng hash table?","I-create ang bagong table at i-rehash lahat ng entries.","newTable = Array(capacity * 2); for entry in table: insert(newTable, entry)"
Application,"Paano mag-check ng load factor?","I-divide ang size sa capacity.","loadFactor = size / capacity"
Application,"Paano mag-delete ng entry?","I-search ang key at i-remove sa bucket.","bucket.removeIf { it.key == key }"
Application,"Paano mag-count ng characters?","Gamitin ang HashMap o array na may character frequency.","for (c in s) map[c] = map.getOrDefault(c, 0) + 1"
Application,"Paano mag-find ng mode?","I-count ang frequencies at i-find ang max count.","val freq = HashMap<T, Int>(); var mode = entries.maxByOrNull { it.value }"
Application,"Paano mag-check ng anagram?","I-compare ang sorted strings o character frequencies.","return s1.sorted() == s2.sorted()"
Application,"Paano mag-group ng anagrams?","Gamitin ang sorted string bilang key sa HashMap.","val map = HashMap<String, MutableList<String>>(); for word in words: map[word.sorted()] += word"
Application,"Paano mag-find ng first non-repeating?","Gamitin ang LinkedHashMap para sa insertion order.","for (c in s) if (freq[c] == 1) return c"
Application,"Paano mag-solve ng two-sum?","Gamitin ang HashMap na may complement lookup.","for (i in 0..n) { complement = target - arr[i]; if (map.containsKey(complement)) return [map[complement], i] }"
Application,"Paano mag-find ng subarray with sum k?","Gamitin ang prefix sum na may HashMap.","prefixSum = 0; for (i in 0..n) { if (map.containsKey(prefixSum - k)) return indices }"
Application,"Paano mag-group ng elements?","Gamitin ang HashMap na may key function.","val groups = list.groupBy { it.property }"
Application,"Paano mag-check ng equal arrays?","I-compare ang frequency maps.","return freq1 == freq2"
Application,"Paano mag-find ng intersection?","Gamitin ang set intersection o HashMap.","return arr1.toSet().intersect(arr2.toSet())"
Application,"Paano mag-merge ng intervals?","I-sort tapos i-check kung overlapping ang adjacent intervals.","intervals.sortBy { it.start }; for i in 1..n: if (intervals[i].start <= intervals[i-1].end)"
Application,"Paano mag-check ng duplicate?","Gamitin ang HashSet.","val seen = HashSet<T>(); for (item in list) if (!seen.add(item)) return true"
Application,"Paano mag-combine ng two sets?","Gamitin ang union operation.","val union = set1.union(set2)"
Application,"Paano mag-find ng common elements?","Gamitin ang intersection.","val common = set1.intersect(set2)"
Application,"Paano mag-solve ng missing number?","Gamitin ang set difference.","val full = (0..n).toSet(); val missing = full - actualSet"
Application,"Paano mag-compute ng height?","Gamitin ang recursive formula: 1 + max(left height, right height).","fun height(node) = if (node == null) -1 else 1 + max(height(node.left), height(node.right))"
Application,"Paano mag-count ng nodes?","Gamitin ang recursion: 1 + left count + right count.","fun count(node) = if (node == null) 0 else 1 + count(node.left) + count(node.right)"
Application,"Paano mag-check kung balanced?","I-compare ang heights ng left at right subtrees.","abs(height(left) - height(right)) <= 1"
Application,"Paano mag-find ng depth?","Gamitin ang recursion na may increment per level.","fun depth(root, target) = if (root == target) 0 else 1 + depth(parent, target)"
Application,"Paano mag-create ng binary tree?","I-create ang nodes at i-link sa isa't isa.","val root = Node(1); root.left = Node(2); root.right = Node(3)"
Application,"Paano mag-insert sa BST?","I-compare ang value at mag-traverse left o right.","if (value < node.data) node.left = insert(node.left, value)"
Application,"Paano mag-search sa BST?","I-compare ang target at mag-traverse.","if (target == node.data) return node else if (target < node.data) search(node.left)"
Application,"Paano mag-delete sa BST?","Kapag two children, i-replace ng successor then i-delete ang successor.","node.data = findMin(node.right); node.right = delete(node.right, node.data)"
Application,"Paano mag-validate ng BST?","Gamitin ang min at max bounds sa recursion.","validate(node, min, max) = node.data in min..max"
Application,"Paano mag-find ng inorder successor?","I-go right once then leftmost node.","successor = node.right; while(successor.left != null) successor = successor.left"
Application,"Paano mag-implement ng preorder?","Gamitin ang recursion: process root, then left, then right.","fun preorder(node) { if(node != null) { process(node); preorder(node.left); preorder(node.right) } }"
Application,"Paano mag-implement ng inorder?","Gamitin ang recursion: left, process root, then right.","fun inorder(node) { if(node != null) { inorder(node.left); process(node); inorder(node.right) } }"
Application,"Paano mag-implement ng level order?","Gamitin ang queue para sa BFS.","queue.add(root); while(queue not empty) { node = queue.poll(); process(node); add children }"
Application,"Paano mag-implement ng iterative preorder?","Gamitin ang stack na may push right first.","stack.push(root); while(stack not empty) { node = stack.pop(); process(node); push right, push left }"
Application,"Paano mag-traverse ng postorder iteratively?","Gamitin ang dalawang stacks o isang stack na may reverse output.","stack1.push(root); while(stack1 not empty) { node = stack1.pop(); stack2.push(node); push children to stack1 }"
Application,"Paano mag-compute ng diameter?","Gamitin ang height recursion: diameter = max(left height + right height).","fun diameter(node) = max(height(node.left) + height(node.right) + 2)"
Application,"Paano mag-find ng LCA?","Gamitin ang recursion: kung nasa different sides, current ang LCA.","if (p < node.data && q > node.data) return node"
Application,"Paano mag-check ng balanced tree?","I-compare heights at i-check recursion sa lahat ng nodes.","fun isBalanced(node) = node == null || abs(height(left) - height(right)) <= 1 && isBalanced(left) && isBalanced(right)"
Application,"Paano mag-find ng max path sum?","Gamitin ang DFS na may global max tracking.","maxSum = max(maxSum, leftGain + rightGain + node.data)"
Application,"Paano mag-serialize ng tree?","Gamitin ang preorder traversal na may null markers.","fun serialize(node) = if(node == null) '#' else node.data + serialize(node.left) + serialize(node.right)"
Application,"Paano mag-heapify ng array?","I-start sa last non-leaf at i-sift down ang bawat node.","for i in n/2-1 downTo 0: siftDown(arr, n, i)"
Application,"Paano mag-insert sa heap?","I-add sa dulo tapos i-sift up.","arr.add(element); siftUp(arr, arr.size - 1)"
Application,"Paano mag-extract min/max?","I-swap ang root sa last element, pop, tapos sift down.","swap(arr[0], arr[n-1]); siftDown(arr, n-1, 0)"
Application,"Paano mag-sort gamit ang heap?","I-build max heap tapos i-extract max repeatedly.","buildMaxHeap(arr); for i in n-1 downTo 1: swap(arr[0], arr[i]); heapify(arr, i, 0)"
Application,"Paano mag-check kung valid heap?","I-verify ang parent-child property sa bawat node.","for i in 0..n/2: if arr[i] < arr[2*i+1] return false"
Application,"Paano mag-insert sa trie?","I-traverse ang characters at i-create ang nodes.","var node = root; for (c in word) { node = node.children.getOrPut(c) { TrieNode() } }"
Application,"Paano mag-search sa trie?","I-traverse ang characters hanggang null o end.","var node = root; for (c in word) { node = node.children[c] ?: return false }; return node.isEnd"
Application,"Paano mag-check ng prefix?","Gamitin ang startsWith method.","var node = root; for (c in prefix) { node = node.children[c] ?: return false }; return true"
Application,"Paano mag-find ng words with prefix?","I-traverse hanggang sa prefix end tapos DFS sa subtree.","node = findPrefix(prefix); dfs(node, prefix, results)"
Application,"Paano mag-solve ng word break?","Gamitin ang trie na may DFS or DP.","trie.insert(word); for (i in 0..n) if (trie.startsWith(s.substring(0, i))) check(i+1)"
Application,"Paano mag-represent ng graph gamit adjacency list?","Gamitin ang HashMap o array ng lists.","val adj = HashMap<Int, MutableList<Int>>(); for edge in edges: adj[edge.from].add(edge.to)"
Application,"Paano mag-represent ng graph gamit adjacency matrix?","Gamitin ang 2D array.","val matrix = Array(n) { IntArray(n) }; for edge in edges: matrix[edge.from][edge.to] = 1"
Application,"Paano mag-add ng edge?","I-add ang connection sa both nodes para sa undirected.","adj[u].add(v); adj[v].add(u)"
Application,"Paano mag-check ng edge existence?","Gamitin ang adjacency matrix O(1) o traverse ang adjacency list.","return matrix[u][v] == 1"
Application,"Paano mag-count ng edges?","I-traverse ang adjacency list at i-count ang lahat ng connections.","for (node in adj) count += adj[node].size"
Application,"Paano mag-implement ng BFS?","Gamitin ang queue at visited set.","queue.add(start); visited.add(start); while(queue not empty) { node = queue.poll(); for neighbor in adj[node] }"
Application,"Paano mag-implement ng DFS?","Gamitin ang recursion o stack.","fun dfs(node) { visited.add(node); for (neighbor in adj[node]) if (neighbor !in visited) dfs(neighbor) }"
Application,"Paano mag-count ng components?","I-traverse ang graph at mag-increment count kapag may bagong unvisited node.","for node in 0..n if node !in visited { dfs(node); count++ }"
Application,"Paano mag-solve ng flood fill?","Gamitin ang BFS/DFS mula sa starting cell.","bfs(matrix, startRow, startCol, newColor, oldColor)"
Application,"Paano mag-check ng connected graph?","I-check kung na-visit ang lahat ng nodes pagkatapos ng traversal.","return visited.size == totalNodes"
Application,"Paano mag-implement ng Dijkstra?","Gamitin ang PriorityQueue at relaxation.","dist[source] = 0; pq.add(0, source); while(pq not empty) { d, u = pq.poll(); for v,w in adj[u]: if(dist[u]+w < dist[v]) relax }"
Application,"Paano mag-implement ng Bellman-Ford?","I-relax ang lahat ng edges V-1 times.","for i in 0..V-1: for edge in edges: if dist[edge.from] + edge.weight < dist[edge.to] relax"
Application,"Paano mag-detect ng negative cycle?","I-check kung nag-update pa after V-1 iterations.","if (iteration == V && updated) return true // negative cycle"
Application,"Paano mag-solve ng shortest path gamit BFS?","Kapag unweighted graph, gamitin ang BFS.","bfs(source); dist[node] = level of node"
Application,"Paano mag-reconstruct ng path?","I-maintain ang parent array habang nag-u-update ng distances.","parent[v] = u; // kapag na-relax ang edge u-v"
Application,"Paano mag-detect ng cycle sa undirected graph?","Gamitin ang DFS na may parent tracking.","dfs(node, parent): for neighbor in adj[node]: if neighbor != parent && visited: cycle found"
Application,"Paano mag-detect ng cycle sa directed graph?","Gamitin ang DFS na may recursion stack.","dfs(node): onStack[node] = true; for neighbor: if onStack[neighbor] cycle found"
Application,"Paano mag-compute ng in-degree?","I-count ang incoming edges para sa bawat node.","for edge in edges: inDegree[edge.to]++"
Application,"Paano mag-detect ng cycle gamit ang BFS?","Gamitin ang Kahn's algorithm: kapag may remaining nodes walang 0 in-degree may cycle.","queue all nodes with inDegree 0; count processed; if count != n cycle exists"
Application,"Paano mag-check ng bipartite?","Gamitin ang BFS na may 2-coloring.","color[node] = 0; queue.add(start); while queue: for neighbor: if same color not bipartite"
Application,"Paano mag-topological sort gamit Kahn's?","I-compute in-degree, i-process ang 0 in-degree nodes, i-reduce ang in-degree ng neighbors.","queue all with inDegree 0; while queue: process node; for neighbor: inDegree[neighbor]--"
Application,"Paano mag-topological sort gamit DFS?","I-DFS tapos i-add sa front ng list pagkatapos ma-finish.","dfs(node): visited.add(node); for neighbor: dfs(neighbor); result.add(0, node)"
Application,"Paano mag-solve ng course schedule?","Gamitin ang topological sort: kung valid ordering lahat matatapos.","return topologicalSort.size == numCourses"
Application,"Paano mag-check ng valid ordering?","I-check kung walang cycle gamit topological sort.","val result = topologicalSort(); return result != null"
Application,"Paano mag-solve ng task dependencies?","Gamitin ang topological sort para mag-determine ng execution order.","for task in topologicalOrder: execute(task)"
Application,"Paano mag-implement ng find?","Gamitin ang path compression.","fun find(x) = if (parent[x] != x) parent[x] = find(parent[x]) else x"
Application,"Paano mag-implement ng union?","Gamitin ang union by rank.","fun union(x, y) { rx = find(x); ry = find(y); if (rank[rx] < rank[ry]) swap }"
Application,"Paano mag-check ng connectivity?","I-check kung same representative ang dalawang nodes.","return find(x) == find(y)"
Application,"Paano mag-count ng connected components?","I-count ang unique representatives.","count = 0; for i in 0..n: if parent[i] == i: count++"
Application,"Paano mag-detect ng cycle gamit union-find?","Kapag iisang set na ang edge endpoints may cycle.","if (find(u) == find(v)) return true else union(u, v)"
Application,"Paano mag-implement ng bubble sort?","Gamitin ang nested loops na may swap kapag hindi sorted.","for i in 0..n: for j in 0..n-i-1: if arr[j] > arr[j+1] swap(arr, j, j+1)"
Application,"Paano mag-implement ng selection sort?","I-find ang minimum sa unsorted portion tapos i-swap sa current position.","for i in 0..n: minIdx = i; for j in i+1..n: if arr[j] < arr[minIdx] minIdx=j; swap(arr, i, minIdx)"
Application,"Paano mag-implement ng insertion sort?","I-insert ang current element sa tamang position sa sorted portion.","for i in 1..n: key = arr[i]; j = i-1; while j >= 0 && arr[j] > key: arr[j+1] = arr[j]; j--"
Application,"Paano mag-determine kung stable ang sort?","I-check kung nag-p-preserve ng original order ang equal elements.","Insertion sort is stable, selection sort is not"
Application,"Paano mag-optimize ng bubble sort?","I-stop kapag walang swaps sa isang pass.","swapped = false; for j in 0..n-i-1: if arr[j] > arr[j+1] swap; if !swapped break"
Application,"Paano mag-implement ng mergesort?","I-hati ang array, i-sort recursively, tapos i-merge.","fun mergesort(arr) { if (arr.size <= 1) return; mid = arr.size/2; merge(mergesort(left), mergesort(right)) }"
Application,"Paano mag-implement ng quicksort?","I-pick pivot, i-partition, tapos i-sort recursively ang partitions.","fun quicksort(arr, lo, hi) { p = partition(arr, lo, hi); quicksort(arr, lo, p-1); quicksort(arr, p+1, hi) }"
Application,"Paano mag-implement ng merge?","Gamitin ang two pointers para i-combine ang sorted arrays.","while(i < m && j < n) { if (left[i] <= right[j]) result[k++] = left[i++] }"
Application,"Paano mag-pick ng pivot?","Gamitin ang random pivot para maiwasan ang worst case.","pivotIndex = Random.nextInt(lo, hi); swap(arr, lo, pivotIndex)"
Application,"Paano mag-implement ng Lomuto partition?","I-use ang last element bilang pivot.","pivot = arr[hi]; i = lo; for j in lo..hi-1: if arr[j] < pivot: swap(arr, i++, j)"
Application,"Paano mag-implement ng binary search?","I-compare ang target sa mid at i-narrow ang search space.","var lo = 0; var hi = n-1; while(lo <= hi) { mid = (lo+hi)/2; if(arr[mid]==target) return mid }"
Application,"Paano mag-find ng leftmost occurrence?","I-search ang left bound: i-move right kapag arr[mid] >= target.","while(lo < hi) { mid = (lo+hi)/2; if(arr[mid] >= target) hi = mid else lo = mid+1 }"
Application,"Paano mag-search sa rotated array?","I-check kung aling half ang sorted tapos mag-search doon.","if (arr[lo] <= arr[mid]) { if(target >= arr[lo] && target < arr[mid]) hi = mid-1 }"
Application,"Paano mag-find ng insertion point?","Gamitin ang binary search na may lo = hi sa end.","while(lo <= hi) { mid = (lo+hi)/2; if(arr[mid] < target) lo = mid+1 else hi = mid-1 }; return lo"
Application,"Paano mag-find ng peak element?","Gamitin ang binary search: i-move sa direksyon ng mas malaking neighbor.","if (arr[mid] < arr[mid+1]) lo = mid+1 else hi = mid"
Application,"Paano mag-implement ng quickselect?","Gamitin ang partition tapos mag-search sa appropriate side.","fun quickselect(arr, lo, hi, k) { p = partition(arr, lo, hi); if (p == k) return arr[p] }"
Application,"Paano mag-find ng median?","Gamitin ang quickselect para sa middle index.","median = quickselect(arr, 0, n-1, n/2)"
Application,"Paano mag-find ng kth smallest?","Gamitin ang quickselect na may partition.","return quickselect(arr, 0, n-1, k-1)"
Application,"Paano mag-optimize ng pivot?","Gamitin ang median of medians para sa guaranteed O(n).","pivot = medianOfMedians(arr, lo, hi)"
Application,"Paano mag-count ng elements < target?","Gamitin ang binary search para sa insertion point.","count = lowerBound(arr, target)"
Application,"Paano mag-implement ng counting sort?","I-count ang frequencies tapos i-reconstruct ang sorted array.","count = IntArray(max+1); for x in arr: count[x]++; for i in 0..max: while(count[i]-- > 0) result.add(i)"
Application,"Paano mag-implement ng radix sort?","I-apply ang counting sort sa bawat digit mula sa least significant.","for digit in 0..maxDigits: countingSortByDigit(arr, digit)"
