Application,"Paano mag-extract values mula sa data class?","Gamitin ang destructuring declaration.","val (name, age) = user"
Application,"Paano mag-launch ng coroutine sa Kotlin?","Gamitin ang launch builder sa loob ng CoroutineScope.","scope.launch { delay(1000) }"
Application,"Paano mag-call ng suspend function?","Gamitin ang suspend keyword sa function declaration.","suspend fun fetchData(): Data"
Application,"Paano mag-switch sa IO dispatcher?","Gamitin ang withContext(Dispatchers.IO).","withContext(Dispatchers.IO) { readData() }"
Application,"Paano mag-await ng result mula sa async?","Gamitin ang await() sa Deferred object.","val result = async { compute() }.await()"
Application,"Paano mag-cancel ng coroutine?","Gamitin ang cancel() sa Job object.","job.cancel()"
Application,"Paano mag-add ng dependency sa Gradle?","Gamitin ang implementation keyword sa build.gradle.","implementation 'com.squareup.okhttp3:okhttp:4.12.0'"
Application,"Paano mag-set ng minimum SDK version?","I-set ang minSdkVersion sa build.gradle.","minSdk = 24"
Application,"Paano mag-d declare ng activity sa manifest?","Mag-add ng activity tag sa AndroidManifest.xml.","<activity android:name='.MainActivity' />"
Application,"Paano mag-create ng build variant?","I-combine ang build type at product flavor sa build.gradle.","productFlavors { demo {} full {} }"
Application,"Paano mag-enable ng view binding?","I-set ang buildFeatures sa build.gradle.","buildFeatures { viewBinding = true }"
Application,"Paano mag-start ng bagong Activity?","Gamitin ang startActivity() method.","startActivity(Intent(this, SecondActivity::class.java))"
Application,"Paano mag-save ng state sa Activity?","I-override ang onSaveInstanceState method.","override fun onSaveInstanceState(outState: Bundle) { outState.putString(\"key\", value) }"
Application,"Paano mag-restore ng saved state?","I-access ang saved instance state sa onCreate.","val value = savedInstanceState?.getString(\"key\")"
Application,"Paano mag-handle ng configuration changes?","I-declare ang configChanges sa manifest.","android:configChanges=\"orientation|screenSize\""
Application,"Paano mag-use ng ViewModel para sa state?","I-inject ang ViewModel gamit ang by viewModels().","val vm: MyViewModel by viewModels()"
Application,"Paano mag-create ng explicit intent?","I-specify ang target activity sa constructor.","Intent(this, DetailActivity::class.java)"
Application,"Paano mag-open ng web URL gamit intent?","Gamitin ang ACTION_VIEW sa implicit intent.","val intent = Intent(Intent.ACTION_VIEW, Uri.parse(\"https://google.com\"))"
Application,"Paano mag-add ng data sa intent?","Gamitin ang putExtra method.","intent.putExtra(\"id\", userId)"
Application,"Paano mag-retrieve ng data mula sa intent?","Gamitin ang getStringExtra o getParcelableExtra.","val name = intent.getStringExtra(\"name\")"
Application,"Paano mag-set ng deep link sa activity?","I-declare ang intent-filter na may data scheme sa manifest.","<intent-filter><data android:scheme=\"myapp\" android:host=\"detail\" /></intent-filter>"
Application,"Paano mag-add ng fragment sa Activity?","Gamitin ang FragmentContainerView sa layout XML.","<FragmentContainerView android:id=\"@+id/nav_host\" />"
Application,"Paano mag-navigate sa ibang fragment?","Gamitin ang NavController.navigate() method.","navController.navigate(R.id.action_to_detail)"
Application,"Paano mag-add ng fragment sa back stack?","I-add ang addToBackStack() sa transaction.","fragmentTransaction.addToBackStack(null).commit()"
Application,"Paano mag-replace ng fragment?","Gamitin ang replace() sa FragmentTransaction.","supportFragmentManager.beginTransaction().replace(R.id.container, newFragment)"
Application,"Paano mag-set up ng navigation graph?","I-set ang graph property sa NavHostFragment.","navHostFragment.navController.setGraph(R.navigation.nav_graph)"
Application,"Paano mag-set up ng RecyclerView?","I-set ang layoutManager at adapter sa RecyclerView.","recyclerView.layoutManager = LinearLayoutManager(context)"
Application,"Paano mag-create ng custom adapter?","I-extend ang RecyclerView.Adapter at i-override ang methods.","class MyAdapter : RecyclerView.Adapter<MyViewHolder>()"
Application,"Paano mag-optimize ng list updates?","Gamitin ang DiffUtil sa ListAdapter.","DiffUtil.calculateDiff(diffCallback)"
Application,"Paano mag-add ng item click listener?","I-set ang onClickListener sa ViewHolder itemView.","holder.itemView.setOnClickListener { listener(item) }"
Application,"Paano mag-set ng grid layout?","Gamitin ang GridLayoutManager na may span count.","GridLayoutManager(context, 2)"
Application,"Paano mag-access ng string resource?","Gamitin ang getString() o R.string reference.","getString(R.string.app_name)"
Application,"Paano mag-add ng localization?","Mag-create ng values-{lang} folder at i-translate ang strings.xml.","values-es/strings.xml"
Application,"Paano mag-set ng app theme?","I-set ang theme sa AndroidManifest.xml o styles.xml.","android:theme=\"@style/Theme.Material3.DayNight\""
Application,"Paano mag-use ng drawable resource?","I-refer sa drawable gamit ang R.drawable reference.","setImageDrawable(getDrawable(R.drawable.icon))"
Application,"Paano mag-set ng different layout para sa landscape?","Mag-create ng layout-land folder na may same filename.","res/layout-land/activity_main.xml"
Application,"Paano mag-create ng vertical layout sa Compose?","Gamitin ang Column composable.","Column { Text(\"Hello\") Text(\"World\") }"
Application,"Paano mag-add ng padding sa composable?","I-chain ang padding modifier.","Modifier.padding(16.dp)"
Application,"Paano mag-handle ng click sa Compose?","Gamitin ang clickable modifier.","Modifier.clickable { onClick() }"
Application,"Paano mag-display ng text sa Compose?","Gamitin ang Text composable.","Text(text = \"Hello World\")"
Application,"Paano mag-center ng content sa Compose?","Gamitin ang Box na may contentAlignment.","Box(contentAlignment = Alignment.Center) { Text(\"Centered\") }"
Application,"Paano mag-create ng mutable state sa Compose?","Gamitin ang remember at mutableStateOf.","val state = remember { mutableStateOf(0) }"
Application,"Paano mag-hoist ng state mula sa child?","I-pass ang state at callback pataas at data pababa.","fun Parent() { var text by remember { mutableStateOf(\"\") }; Child(text, onTextChange = { text = it }) }"
Application,"Paano mag-collect ng Flow as state?","Gamitin ang collectAsState sa composable.","val items by viewModel.items.collectAsState()"
Application,"Paano mag-create ng derived state?","Gamitin ang derivedStateOf sa remember block.","val filtered = remember { derivedStateOf { items.filter { it.active } } }"
Application,"Paano mag-access ng ViewModel sa Compose?","Gamitin ang viewModel() composable function.","val vm: MyViewModel = viewModel()"
Application,"Paano mag-set ng constraint sa ConstraintLayout?","I-refer sa parent o ibang view gamit ang constraint attributes.","app:layout_constraintStart_toStartOf=\"parent\""
Application,"Paano mag-access ng view gamit view binding?","I-inflate ang binding at i-access ang views.","val binding = ActivityMainBinding.inflate(layoutInflater)"
Application,"Paano mag-set ng layout weight?","Gamitin ang layout_weight sa LinearLayout child.","android:layout_weight=\"1\""
Application,"Paano mag-set ng margins sa ConstraintLayout?","Gamitin ang layout_marginTop o iba pang margin attributes.","android:layout_marginTop=\"16dp\""
Application,"Paano mag-set ng Material 3 theme?","I-define ang colorScheme sa theme composable.","MaterialTheme(colorScheme = lightColorScheme())"
Application,"Paano mag-customize ng typography?","I-create ang custom Typography object.","val typography = Typography(displayLarge = TextStyle(fontFamily = FontFamily.Monospace))"
Application,"Paano mag-use ng dynamic color?","I-check ang SDK version at i-apply ang dynamic color scheme.","if (Build.VERSION.SDK_INT >= 31) dynamicColorScheme(context)"
Application,"Paano mag-set ng app colors?","I-define ang Color objects sa colors.kt file.","val Purple80 = Color(0xFFD0BCFF)"
Application,"Paano mag-apply ng theme sa Activity?","I-set ang setContent block na may MaterialTheme.","setContent { MaterialTheme { MyApp() } }"
Application,"Paano mag-create ng text input sa Compose?","Gamitin ang TextField na may value at onValueChange.","TextField(value = text, onValueChange = { text = it })"
Application,"Paano mag-validate ng user input?","I-check ang condition at i-update ang error state.","val isValid = text.isNotBlank()"
Application,"Paano mag-set ng keyboard type?","Gamitin ang keyboardOptions parameter.","keyboardOptions = KeyboardOptions(keyboardType = KeyboardType.Email)"
Application,"Paano mag-handle ng text field focus?","Gamitin ang focusRequester at focus modifier.","Modifier.focusRequester(focusRequester).focusTarget()"
Application,"Paano mag-add ng custom gesture?","Gamitin ang pointerInput modifier na may detectTapGestures.","Modifier.pointerInput(Unit) { detectTapGestures { onTap() } }"
Application,"Paano mag-animate ng opacity sa Compose?","Gamitin ang animateFloatAsState.","val alpha by animateFloatAsState(if (visible) 1f else 0f)"
Application,"Paano mag-show/hide ng content with animation?","Gamitin ang AnimatedVisibility composable.","AnimatedVisibility(visible = show) { Text(\"Animated\") }"
Application,"Paano mag-animate ng size changes?","Gamitin ang animateContentSize modifier.","Modifier.animateContentSize()"
Application,"Paano mag-play ng Lottie animation?","Gamitin ang LottieAnimation composable na may compositionSpec.","LottieAnimation(composition = composition)"
Application,"Paano mag-create ng spring animation?","I-specify ang spring spec sa animation.","animate(0f, 1f, animationSpec = spring(dampingRatio = 0.5f))"
Application,"Paano mag-save ng value sa SharedPreferences?","I-get ang editor at i-apply ang change.","sharedPreferences.edit().putString(\"key\", \"value\").apply()"
Application,"Paano mag-read ng SharedPreferences value?","Gamitin ang getString() na may default value.","sharedPreferences.getString(\"key\", \"default\")"
Application,"Paano mag-create ng DataStore?","I-define ang preferences key at i-create ang DataStore instance.","val Context.settingsDataStore by preferencesDataStore(name = \"settings\")"
Application,"Paano mag-save ng value sa DataStore?","Gamitin ang edit function na may suspend.","context.settingsDataStore.edit { it[stringPreferencesKey(\"theme\")] = \"dark\" }"
Application,"Paano mag-read ng DataStore value?","I-collect ang data flow mula sa DataStore.","context.settingsDataStore.data.map { it[stringPreferencesKey(\"theme\")] }"
Application,"Paano mag-create ng Room entity?","I-annotate ang data class gamit ang @Entity annotation.","@Entity(tableName = \"users\") data class User(@PrimaryKey val id: Int, val name: String)"
Application,"Paano mag-create ng DAO?","I-annotate ang interface gamit ang @Dao at i-define ang queries.","@Dao interface UserDao { @Query(\"SELECT * FROM users\") fun getAll(): Flow<List<User>> }"
Application,"Paano mag-define ng migration?","I-create ang migration class na may version at SQL statements.","Migration(1, 2) { db.execSQL(\"ALTER TABLE users ADD COLUMN age INTEGER\") }"
Application,"Paano mag-query ng data gamit Room?","I-define ang SQL sa @Query annotation.","@Query(\"SELECT * FROM users WHERE id = :userId\") suspend fun getUser(userId: Int): User"
Application,"Paano mag-set up ng Room database?","I-annotate ang abstract class gamit ang @Database.","@Database(entities = [User::class], version = 1) abstract class AppDatabase : RoomDatabase()"
Application,"Paano mag-create ng SQLite table?","Gamitin ang CREATE TABLE SQL statement.","db.execSQL(\"CREATE TABLE users (id INTEGER PRIMARY KEY, name TEXT)\")"
Application,"Paano mag-insert ng data sa SQLite?","Gamitin ang insert method sa ContentValues.","val values = ContentValues().apply { put(\"name\", \"John\") }; db.insert(\"users\", null, values)"
Application,"Paano mag-query ng data?","Gamitin ang rawQuery method na may SQL statement.","val cursor = db.rawQuery(\"SELECT * FROM users\", null)"
Application,"Paano mag-add ng index?","Gamitin ang CREATE INDEX SQL statement.","db.execSQL(\"CREATE INDEX idx_name ON users(name)\")"
Application,"Paano mag-update ng record?","Gamitin ang update method na may ContentValues at WHERE clause.","db.update(\"users\", values, \"id = ?\", arrayOf(\"1\"))"
Application,"Paano mag-schedule ng background task?","Gamitin ang WorkManager at OneTimeWorkRequest.","val work = OneTimeWorkRequestBuilder<MyWorker>().build(); WorkManager.getInstance(ctx).enqueue(work)"
Application,"Paano mag-add ng constraints sa task?","Gamitin ang setConstraints sa WorkRequest.Builder.","val constraints = Constraints.Builder().setRequiredNetworkType(NetworkType.CONNECTED).build()"
Application,"Paano mag-chain ng multiple tasks?","Gamitin ang beginWith at then methods.","WorkManager.getInstance(ctx).beginWith(task1).then(task2).then(task3).enqueue()"
Application,"Paano mag-schedule ng periodic task?","Gamitin ang PeriodicWorkRequestBuilder na may interval.","PeriodicWorkRequestBuilder<SyncWorker>(1, TimeUnit.HOURS).build()"
Application,"Paano mag-check ng task status?","I-observe ang WorkInfo mula sa WorkManager.","WorkManager.getInstance(ctx).getWorkInfoByIdLiveData(work.id)"
Application,"Paano mag-write ng file sa internal storage?","Gamitin ang openFileOutput method.","openFileOutput(\"data.txt\", MODE_PRIVATE).use { it.write(bytes) }"
Application,"Paano mag-read ng file mula sa internal storage?","Gamitin ang openFileInput method.","openFileInput(\"data.txt\").use { it.readBytes() }"
Application,"Paano mag-save ng image sa MediaStore?","Gamitin ang MediaStore API na may ContentValues.","contentResolver.insert(MediaStore.Images.Media.EXTERNAL_CONTENT_URI, values)"
Application,"Paano mag-cache ng data?","Gamitin ang cacheDir para sa temporary files.","val file = File(cacheDir, \"temp_data.json\")"
Application,"Paano mag-request ng storage permission?","Gamitin ang READ_EXTERNAL_STORAGE o READ_MEDIA_IMAGES permission.","<uses-permission android:name=\"android.permission.READ_MEDIA_IMAGES\" />"
Application,"Paano mag-set up ng Retrofit?","I-create ang Retrofit instance na may base URL at GsonConverterFactory.","Retrofit.Builder().baseUrl(\"https://api.example.com/\").addConverterFactory(GsonConverterFactory.create()).build()"
Application,"Paano mag-define ng API endpoint?","I-annotate ang suspend function gamit ang @GET o @POST.","@GET(\"users\") suspend fun getUsers(): List<User>"
Application,"Paano mag-add ng interceptor sa OkHttp?","I-add ang interceptor sa OkHttpClient.Builder.","OkHttpClient.Builder().addInterceptor(authInterceptor).build()"
Application,"Paano mag-handle ng API error?","I-check ang response.isSuccessful at i-catch ang exceptions.","if (!response.isSuccessful) throw IOException(\"Error\")"
Application,"Paano mag-add ng Authorization header?","Gamitin ang interceptor na may addHeader method.","Interceptor { chain -> chain.proceed(chain.request().newBuilder().addHeader(\"Authorization\", token).build()) }"
Application,"Paano mag-serialize ng object to JSON?","Gamitin ang GsontoJson() o Json.encodeToString().","Gson().toJson(user)"
Application,"Paano mag-deserialize ng JSON to object?","Gamitin ang fromJson() o Json.decodeFromString().","Gson().fromJson(jsonString, User::class.java)"
Application,"Paano mag-override ng JSON key name?","Gamitin ang @SerialName annotation sa property.","@SerialName(\"user_name\") val name: String"
Application,"Paano mag-configure ng kotlinx.serialization?","I-customize ang Json builder na may ignoreUnknownKeys.","Json { ignoreUnknownKeys = true; prettyPrint = true }"
Application,"Paano mag-map ng nested JSON response?","I-create ang nested data classes na may @Serializable.","@Serializable data class Response(val data: User)"
Application,"Paano mag-display ng image gamit Coil sa Compose?","Gamitin ang AsyncImage composable.","AsyncImage(model = url, contentDescription = \"Photo\")"
Application,"Paano mag-add ng placeholder sa image?","I-set ang placeholder parameter sa Coil o Glide.","AsyncImage(model = url, placeholder = painterResource(R.drawable.loading))"
Application,"Paano mag-load ng image gamit Glide sa XML?","Gamitin ang into() method sa ImageView.","imageView.into(R.drawable.photo)"
Application,"Paano mag-configure ng image cache?","I-set ang memoryCache at diskCache sa Coil ImageLoader.","ImageLoader.Builder(context).memoryCache { MemoryCache.Builder(context).maxSize(256.mb).build() }"
Application,"Paano mag-apply ng image transformation?","I-chain ang transform() sa image request.","Glide.with(ctx).load(url).circleCrop().into(imageView)"
Application,"Paano mag-check ng network connection?","Gamitin ang ConnectivityManager at NetworkCapabilities.","val cm = getSystemService(ConnectivityManager::class.java); val caps = cm.getNetworkCapabilities(cm.activeNetwork)"
Application,"Paano mag-set ng timeout?","Gamitin ang OkHttpClient na may connect at read timeouts.","OkHttpClient.Builder().connectTimeout(30, TimeUnit.SECONDS).build()"
Application,"Paano mag-handle ng offline mode?","I-check ang network state at i-fall back sa cached data.","if (!isConnected) return cachedData"
Application,"Paano mag-add ng retry logic?","Gamitin ang retry interceptor sa OkHttp.","OkHttpClient.Builder().addInterceptor(RetryInterceptor()).build()"
Application,"Paano mag-request ng network permission?","I-declare ang INTERNET permission sa manifest.","<uses-permission android:name=\"android.permission.INTERNET\" />"
Application,"Paano mag-create ng ViewModel?","I-extend ang ViewModel class at i-define ang state.","class MyViewModel : ViewModel() { private val _state = MutableStateFlow(UiState()) }"
Application,"Paano mag-expose ng state sa UI?","Gamitin ang asStateFlow() para sa immutable state.","val state: StateFlow<UiState> = _state.asStateFlow()"
Application,"Paano mag-handle ng UI events?","I-create ang events sealed class at i-handle sa ViewModel.","sealed class Event { data class NameChanged(val name: String) : Event() }"
Application,"Paano mag-update ng state?","I-call ang update function sa MutableStateFlow.","_state.update { it.copy(name = newName) }"
Application,"Paano mag-collect ng state sa Compose?","Gamitin ang collectAsState sa composable.","val state by viewModel.state.collectAsState()"
Application,"Paano mag-create ng Repository?","I-define ang interface at i-implement ang class.","interface UserRepository { suspend fun getUsers(): Flow<List<User>> }"
Application,"Paano mag-combine ng local at remote data?","I-check muna ang local cache, then fetch remote.","fun getUsers() = localDataSource.getUsers().onEmpty { remoteDataSource.fetchUsers() }"
Application,"Paano mag-inject ng Repository?","I-pass ang dependencies sa constructor.","class UserRepositoryImpl(private val api: ApiService, private val dao: UserDao) : UserRepository"
Application,"Paano mag-stream ng data updates?","Gamitin ang Flow return type sa Repository.","fun getUsers(): Flow<List<User>> = dao.getAllUsers()"
Application,"Paano mag-cache ng network data?","I-save muna sa local database, then emit sa flow.","suspend fun getUsers() = flow { emit(api.getUsers().also { dao.insertAll(it) }) }"
Application,"Paano mag-inject ng dependency gamit Hilt?","I-annotate ang constructor gamit ang @Inject.","class UserRepository @Inject constructor(private val api: ApiService)"
Application,"Paano mag-provide ng dependency sa Hilt?","I-annotate ang function gamit ang @Provides sa @Module.","@Provides fun provideApi(): ApiService = Retrofit.Builder().build().create(ApiService::class.java)"
Application,"Paano mag-set up ng Koin module?","I-define ang module na may single o factory.","val appModule = module { single { ApiService() } }"
Application,"Paano mag-inject sa ViewModel?","I-add ang @Inject sa ViewModel constructor.","class MainViewModel @Inject constructor(private val repo: UserRepository) : ViewModel()"
Application,"Paano mag-use ng manual DI?","I-create ang dependencies at i-pass sa constructors.","val api = ApiService(); val repo = UserRepositoryImpl(api)"
Application,"Paano mag-create ng use case?","I-define ang class na may invoke operator.","class GetUsersUseCase @Inject constructor(private val repo: UserRepository) { suspend operator fun invoke() = repo.getUsers() }"
Application,"Paano mag-separate ng layers?","I-create ang separate packages: data, domain, presentation.","com.app.data.repository, com.app.domain.usecase, com.app.presentation.screen"
Application,"Paano mag-dependency ng layers?","Domain layer wala Android imports, data layer implements domain interfaces.","interface UserRepository (domain) -> class UserRepositoryImpl (data)"
Application,"Paano mag-create ng domain entity?","I-create ang pure data class na walang annotations.","data class User(val id: Int, val name: String)"
Application,"Paano mag-use ng use case sa ViewModel?","I-inject ang use case at i-call sa ViewModel.","class MainViewModel @Inject constructor(private val getUsers: GetUsersUseCase) : ViewModel()"
Application,"Paano mag-collect ng flow safely sa Compose?","Gamitin ang collectAsState.","val state by viewModel.state.collectAsState()"
Application,"Paano mag-collect ng flow sa lifecycle-aware way?","Gamitin ang repeatOnLifecycle.","lifecycleScope.launch { repeatOnLifecycle(STARTED) { flow.collect { } } }"
Application,"Paano mag-convert ng Flow to StateFlow?","Gamitin ang stateIn operator.","val stateFlow = flow.stateIn(scope, SharingStarted.WhileSubscribed(), initialValue)"
Application,"Paano mag-emit ng event?","Gamitin ang emit() sa MutableSharedFlow.","_events.emit(Event.ShowToast(\"Done\"))"
Application,"Paano mag-collect ng latest value lang?","Gamitin ang collectLatest operator.","flow.collectLatest { processSlowOperation(it) }"
Application,"Paano mag-write ng unit test?","I-annotate ang function gamit ang @Test.","@Test fun testAddition() { assertEquals(4, 2 + 2) }"
Application,"Paano mag-mock ng dependency?","Gamitin ang mockk() function.","val mockApi = mockk<ApiService>()"
Application,"Paano mag-test ng suspend function?","Gamitin ang runTest builder.","runTest { repository.getUsers() }"
Application,"Paano mag-verify ng function call?","Gamitin ang coVerify","coVerify { mockApi.getUsers() }"
Application,"Paano mag-set ng mock behavior?","Gamitin ang every { } block.","every { mockApi.getUsers() } returns flowOf(listOf(user))"
Application,"Paano mag-test ng Compose UI?","Gamitin ang createComposeRule at setContent rule.","@get:Rule val composeTestRule = createComposeRule()"
Application,"Paano mag-find ng composable?","Gamitin ang onNodeWithText matcher.","composeTestRule.onNodeWithText(\"Hello\")"
Application,"Paano mag-test ng click?","I-chain ang performClick sa node.","composeTestRule.onNodeWithText(\"Button\").performClick()"
Application,"Paano mag-verify na displayed?","Gamitin ang assertIsDisplayed assertion.","composeTestRule.onNodeWithText(\"Title\").assertIsDisplayed()"
Application,"Paano mag-set ng test content?","Gamitin ang setContent block sa test.","composeTestRule.setContent { MyComposable() }"
Application,"Paano mag-write ng Espresso test?","Gamitin ang onView at ViewMatchers.","onView(withId(R.id.button)).perform(click())"
Application,"Paano mag-verify ng text sa view?","Gamitin ang ViewAssertions.","onView(withId(R.id.text)).check(matches(withText(\"Expected\")))"
Application,"Paano mag-wait sa async operation?","I-register ang IdlingResource sa Espresso.","Espresso.registerIdlingResources(countingIdlingResource)"
Application,"Paano mag-run ng instrumentation test?","Gamitin ang Android Studio test runner o gradle.","./gradlew connectedAndroidTest"
Application,"Paano mag-test ng scroll?","Gamitin ang scrollTo action sa Espresso.","onView(withId(R.id.target)).perform(scrollTo()).perform(click())"
Application,"Paano mag-run ng lint check?","Gamitin ang gradle lint task.","./gradlew lint"
Application,"Paano mag-configure ng detekt?","I-add ang detekt plugin sa build.gradle.","plugins { id(\"io.gitlab.arturbosch.detekt\") version \"1.23.0\" }"
Application,"Paano mag-format ng Kotlin code?","Gamitin ang ktlint gradle plugin.","./gradlew ktlintFormat"
Application,"Paano mag-skip ng lint warning?","Gamitin ang @Suppress annotation.","@Suppress(\"UnusedPrivateMember\")"
Application,"Paano mag-set ng lint rules?","I-create ang lint.xml configuration file.","<lint><issue id=\"HardcodedText\" severity=\"warning\" /></lint>"
Application,"Paano mag-open ng profiler?","Gamitin ang View > Tool Windows > Profiler sa Android Studio.","Open Android Studio > View > Tool Windows > Profiler"
Application,"Paano mag-record ng CPU trace?","I-click ang record button sa CPU profiler tab.","Click Record > perform actions > Stop Recording"
Application,"Paano mag-check ng memory usage?","I-observe ang memory timeline sa Memory Profiler.","Observe heap allocations and GC events"
Application,"Paano mag-analyze ng network requests?","I-open ang Network Profiler at i-select ang time range.","Open Network tab > select timeline region"
Application,"Paano mag-detect ng slow methods?","I-check ang method tracing results sa CPU profiler.","Method trace shows execution time per method"
Application,"Paano mag-detect ng memory leak?","Gamitin ang LeakCanary library.","LeakCanary.install(application)"
Application,"Paano mag-optimize ng bitmap?","I-scale down gamit ang inSampleSize.","options.inSampleSize = 4"
Application,"Paano mag-clear ng references?","I-nullify ang references sa onDestroy.","override fun onDestroy() { listener = null }"
Application,"Paano mag-enable ng ProGuard?","I-set ang minifyEnabled sa build.gradle.","android { buildTypes { release { minifyEnabled true } } }"
Application,"Paano mag-use ng weak reference?","Gamitin ang WeakReference class.","val weakRef = WeakReference(activity)"
Application,"Paano mag-optimize ng cold start?","Gamitin ang baseline profiles at i-defer ang non-essential init.","BaselineProfileGenerator().generateProfiles()"
Application,"Paano mag-lazy load ng objects?","Gamitin ang by lazy delegation.","val heavyObject by lazy { createHeavyObject() }"
Application,"Paano mag-measure ng startup time?","Gamitin ang Startup library metrics.","componentActivity.lifecycle.addObserver(StartupLogger())"
Application,"Paano mag-defer ng initialization?","I-delay ang non-critical init gamit ang CoroutineScope.","scope.launch { delay(3000); initAnalytics() }"
Application,"Paano mag-create ng splash screen?","Gamitin ang Android 12+ SplashScreen API.","installSplashScreen().apply { setKeepOnScreenCondition { !isReady } }"
Application,"Paano mag-schedule ng task na depende sa battery?","Gamitin ang WorkManager constraints.","Constraints.Builder().setRequiresBatteryNotLow(true).build()"
Application,"Paano mag-optimize ng network requests?","I-batch ang requests at i-cache ang responses.","val batched = requests.chunked(10)"
Application,"Paano mag-handle ng Doze mode?","Gamitin ang WorkManager para sa deferrable tasks.","WorkManager.getInstance(ctx).enqueue(workRequest)"
Application,"Paano mag-set ng background limits?","I-declare ang foreground service o WorkManager.","<uses-permission android:name=\"android.permission.FOREGROUND_SERVICE\" />"
Application,"Paano mag-reduce ng battery usage?","I-minimize ang location updates at i-batch ang network calls.","locationRequest.interval = 60000L"
Application,"Paano mag-encrypt ng SharedPreferences?","Gamitin ang EncryptedSharedPreferences na may MasterKey.","EncryptedSharedPreferences.create(\"secret\", masterKey, PREF_FILE_MODE, PREF_KEY_MODE)"
Application,"Paano mag-create ng biometric prompt?","Gamitin ang BiometricPrompt na may authentication callback.","BiometricPrompt(activity, executor, callback)"
Application,"Paano mag-store ng key sa Keystore?","Gamitin ang KeyGenerator na may KeyStore provider.","KeyGenerator.getInstance(\"AES\", \"AndroidKeyStore\")"
Application,"Paano mag-encrypt ng file?","Gamitin ang EncryptedFile builder.","EncryptedFile.Builder(file, masterKey, fileEncryptionScheme).build()"
Application,"Paano mag-authenticate ng user?","I-call ang authenticate method sa BiometricPrompt.","biometricPrompt.authenticate(promptInfo, cryptoObject)"
Application,"Paano mag-enable ng HTTPS?","I-declare ang HTTPS sa network security config.","<domain-config cleartextTrafficPermitted=\"false\">"
Application,"Paano mag-add ng certificate pinning?","I-define ang pins sa network security config.","<pin-set><pin digest=\"SHA-256\">base64hash</pin></pin-set>"
Application,"Paano mag-block ng cleartext traffic?","I-set ang cleartextTrafficPermitted sa false.","android:networkSecurityConfig=\"@xml/network_security_config\""
Application,"Paano mag-validate ng certificate?","I-customize ang TrustManager sa OkHttp.","OkHttpClient.Builder().certificatePinner(CertificatePinner.Builder().add(\"api.example.com\", \"sha256hash\").build())"
Application,"Paano mag-set ng SSL pinning?","Gamitin ang OkHttp CertificatePinner.","certificatePinner.add(\"api.example.com\", \"sha256/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=\")"
Application,"Paano mag-request ng permission?","Gamitin ang ActivityResultContracts.","registerForActivityResult(RequestPermission()) { granted -> }"
Application,"Paano mag-check ng granted permission?","Gamitin ang checkSelfPermission.","ContextCompat.checkSelfPermission(ctx, Manifest.permission.CAMERA)"
Application,"Paano mag-show ng rationale?","Gamitin ang shouldShowRequestPermissionRationale.","if (shouldShowRationale) showExplanationDialog()"
Application,"Paano mag-declare ng permission sa manifest?","I-add ang uses-permission tag sa AndroidManifest.xml.","<uses-permission android:name=\"android.permission.CAMERA\" />"
